DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,IF_DELAY
6.0,427,1.0,0
-7.0,102,-2.0,0
-5.0,163,-6.0,0
27.0,483,33.0,1
15.0,846,5.0,0
-6.0,759,-9.0,0
-5.0,328,-2.0,0
-1.0,930,-20.0,0
-3.0,1246,-4.0,0
-8.0,1618,-11.0,0
-1.0,283,-14.0,0
3.0,436,1.0,0
-4.0,546,-11.0,0
41.0,628,33.0,1
-7.0,237,-14.0,0
0.0,1072,2.0,0
-1.0,425,-14.0,0
-1.0,347,0.0,0
8.0,1136,11.0,1
9.0,1891,7.0,0
9.0,843,21.0,1
1.0,1506,-1.0,0
-4.0,1694,-9.0,0
-6.0,337,-8.0,0
-5.0,621,-8.0,0
8.0,251,2.0,0
1.0,1065,-13.0,0
-3.0,1065,-16.0,0
12.0,1846,-12.0,0
-6.0,1488,-35.0,0
6.0,370,14.0,1
-2.0,1670,-22.0,0
-8.0,867,-14.0,0
-8.0,449,-20.0,0
24.0,1192,37.0,1
-1.0,731,12.0,1
-5.0,1744,-9.0,0
-6.0,1050,-15.0,0
-6.0,1076,-22.0,0
-4.0,946,-16.0,0
-2.0,356,-15.0,0
-5.0,907,-18.0,0
2.0,306,-13.0,0
-1.0,761,-15.0,0
-7.0,1352,-27.0,0
-5.0,529,-23.0,0
-4.0,157,11.0,1
-2.0,413,-13.0,0
-6.0,991,19.0,1
-2.0,308,4.0,0
2.0,1107,7.0,0
39.0,604,29.0,1
41.0,1535,31.0,1
25.0,1015,27.0,1
-2.0,481,-16.0,0
-6.0,696,-16.0,0
0.0,484,-8.0,0
5.0,541,3.0,0
25.0,862,20.0,1
-6.0,2465,-25.0,0
2.0,689,-22.0,0
-3.0,692,-10.0,0
8.0,826,18.0,1
46.0,300,38.0,1
-7.0,192,-15.0,0
9.0,1085,-8.0,0
-8.0,395,-4.0,0
47.0,862,40.0,1
-10.0,574,-7.0,0
-4.0,861,-28.0,0
-7.0,899,-25.0,0
6.0,1416,22.0,1
-3.0,1744,-16.0,0
-8.0,220,-16.0,0
-3.0,210,-7.0,0
-4.0,452,-9.0,0
-5.0,277,-21.0,0
8.0,1067,-5.0,0
3.0,1154,-6.0,0
0.0,977,-10.0,0
4.0,533,-2.0,0
3.0,896,-6.0,0
1.0,1062,10.0,1
1.0,925,-11.0,0
11.0,407,2.0,0
0.0,986,-7.0,0
0.0,834,-3.0,0
6.0,711,-18.0,0
-1.0,1844,2.0,0
2.0,1488,-10.0,0
9.0,1849,21.0,1
0.0,1790,8.0,0
-3.0,1136,-6.0,0
16.0,861,2.0,0
-1.0,302,-3.0,0
10.0,1131,-1.0,0
1.0,362,-5.0,0
10.0,1605,-18.0,0
-5.0,867,-27.0,0
-1.0,1440,-21.0,0
-10.0,1723,-32.0,0
26.0,1089,16.0,1
-3.0,1144,-15.0,0
0.0,679,-3.0,0
-5.0,550,-17.0,0
1.0,1216,-1.0,0
28.0,1489,32.0,1
-13.0,2404,-12.0,0
-1.0,1693,-30.0,0
-15.0,1056,-19.0,0
-10.0,558,-5.0,0
0.0,590,-1.0,0
0.0,1020,-5.0,0
12.0,539,33.0,1
0.0,140,16.0,1
-2.0,473,-11.0,0
3.0,288,-20.0,0
-2.0,296,-9.0,0
-7.0,84,-13.0,0
-2.0,888,-5.0,0
-4.0,1069,-8.0,0
-8.0,604,-14.0,0
-8.0,215,-12.0,0
-5.0,461,-1.0,0
-3.0,89,-1.0,0
-15.0,575,-18.0,0
-5.0,1304,-2.0,0
76.0,190,76.0,1
70.0,1083,65.0,1
-8.0,77,-6.0,0
-4.0,451,-14.0,0
7.0,212,3.0,0
-6.0,100,-3.0,0
-14.0,239,-19.0,0
-11.0,851,-10.0,0
-10.0,474,-18.0,0
-1.0,820,-4.0,0
0.0,372,-15.0,0
-1.0,503,-8.0,0
31.0,1428,2.0,0
-4.0,4243,-3.0,0
-7.0,912,0.0,0
0.0,861,-6.0,0
2.0,925,-6.0,0
10.0,888,-4.0,0
-3.0,2342,-1.0,0
25.0,669,15.0,1
-4.0,283,-15.0,0
-7.0,577,-19.0,0
-8.0,406,-8.0,0
-6.0,409,-8.0,0
-2.0,377,-5.0,0
11.0,1246,13.0,1
-4.0,1014,-10.0,0
-3.0,1754,-33.0,0
12.0,1546,15.0,1
-2.0,819,-14.0,0
0.0,770,-3.0,0
-2.0,255,5.0,0
-4.0,283,-13.0,0
-5.0,842,-12.0,0
1.0,1756,-9.0,0
0.0,1300,10.0,1
-5.0,345,7.0,0
6.0,546,7.0,0
13.0,687,8.0,0
-5.0,462,-7.0,0
-5.0,351,-3.0,0
-2.0,842,-17.0,0
7.0,854,-1.0,0
-4.0,1337,-15.0,0
0.0,500,-10.0,0
42.0,2248,19.0,1
2.0,1709,7.0,0
-8.0,2475,-40.0,0
-2.0,1438,2.0,0
54.0,1205,51.0,1
-4.0,192,-12.0,0
-6.0,2149,0.0,0
5.0,2676,7.0,0
-4.0,937,-12.0,0
-4.0,1189,-21.0,0
-8.0,818,2.0,0
-1.0,2248,-8.0,0
-2.0,821,0.0,0
1.0,1312,-19.0,0
20.0,606,4.0,0
-4.0,270,-21.0,0
0.0,214,-18.0,0
-2.0,1340,-11.0,0
6.0,1276,-4.0,0
6.0,383,6.0,0
6.0,1154,-3.0,0
-4.0,533,-22.0,0
-2.0,912,-2.0,0
-4.0,986,-19.0,0
-1.0,1075,-1.0,0
-3.0,253,-6.0,0
0.0,853,-2.0,0
-9.0,1024,-1.0,0
0.0,846,3.0,0
1.0,2603,-5.0,0
11.0,435,24.0,1
0.0,783,-13.0,0
-5.0,641,-9.0,0
14.0,408,11.0,1
1.0,315,3.0,0
14.0,581,-5.0,0
3.0,193,-23.0,0
-4.0,351,-17.0,0
26.0,589,20.0,1
-10.0,222,-17.0,0
8.0,1250,-5.0,0
5.0,1379,-2.0,0
-3.0,223,-12.0,0
16.0,1217,21.0,1
31.0,862,20.0,1
-9.0,73,3.0,0
-6.0,1081,-9.0,0
25.0,649,39.0,1
-3.0,1208,-14.0,0
-1.0,950,11.0,1
-4.0,761,-14.0,0
4.0,528,28.0,1
3.0,374,-6.0,0
15.0,67,38.0,1
-2.0,787,-3.0,0
0.0,2583,-24.0,0
-22.0,310,-37.0,0
5.0,792,18.0,1
-4.0,305,6.0,0
-12.0,455,-18.0,0
6.0,524,4.0,0
88.0,1121,99.0,1
-6.0,725,-10.0,0
-10.0,588,-7.0,0
4.0,4184,-12.0,0
-2.0,541,-5.0,0
-6.0,600,-8.0,0
-9.0,2075,4.0,0
-2.0,1496,7.0,0
28.0,936,12.0,1
3.0,874,27.0,1
-4.0,942,-19.0,0
-6.0,616,-10.0,0
-2.0,223,2.0,0
-4.0,369,0.0,0
3.0,580,14.0,1
-1.0,1166,-6.0,0
23.0,1733,7.0,0
9.0,365,6.0,0
-10.0,1050,-7.0,0
1.0,971,-2.0,0
-2.0,957,14.0,1
-3.0,370,12.0,1
68.0,258,65.0,1
3.0,308,7.0,0
0.0,571,-15.0,0
-2.0,957,-13.0,0
3.0,781,1.0,0
-1.0,333,0.0,0
5.0,1744,-13.0,0
11.0,1620,-6.0,0
-5.0,985,-9.0,0
2.0,1192,5.0,0
31.0,592,41.0,1
0.0,1448,-3.0,0
-4.0,671,-1.0,0
0.0,2688,9.0,0
-6.0,1345,-22.0,0
5.0,859,-3.0,0
-6.0,929,5.0,0
-7.0,612,-19.0,0
-6.0,626,-8.0,0
-1.0,332,-13.0,0
-5.0,864,-21.0,0
-2.0,871,-16.0,0
-2.0,95,-8.0,0
10.0,925,3.0,0
-7.0,651,-6.0,0
6.0,177,23.0,1
-9.0,89,-10.0,0
1.0,473,-3.0,0
17.0,1017,6.0,0
-9.0,1084,-1.0,0
1.0,590,16.0,1
-3.0,109,-9.0,0
-5.0,120,-10.0,0
-4.0,187,-16.0,0
-4.0,100,-6.0,0
0.0,588,-4.0,0
-1.0,862,-13.0,0
1.0,429,10.0,1
0.0,837,-8.0,0
-5.0,595,-16.0,0
-1.0,1042,2.0,0
19.0,1055,6.0,0
-2.0,657,-6.0,0
-3.0,376,-2.0,0
4.0,1744,-23.0,0
35.0,67,33.0,1
-11.0,74,-19.0,0
-3.0,529,-8.0,0
-7.0,507,-15.0,0
4.0,1182,-2.0,0
0.0,759,-3.0,0
0.0,1500,-7.0,0
-4.0,397,-13.0,0
-4.0,725,-11.0,0
9.0,1788,7.0,0
-1.0,248,-3.0,0
-5.0,882,-14.0,0
-7.0,1979,16.0,1
16.0,1391,3.0,0
-2.0,641,-11.0,0
-6.0,1182,-9.0,0
22.0,1055,13.0,1
-6.0,1399,-18.0,0
-11.0,95,0.0,0
-8.0,956,-20.0,0
-7.0,1739,-16.0,0
-6.0,369,-7.0,0
-3.0,432,-20.0,0
-2.0,692,-21.0,0
-5.0,317,-14.0,0
0.0,305,-4.0,0
-6.0,177,-19.0,0
-6.0,403,-14.0,0
19.0,680,-1.0,0
-7.0,775,12.0,1
-8.0,227,-7.0,0
-8.0,173,-16.0,0
27.0,1236,44.0,1
-5.0,427,-15.0,0
-4.0,153,-14.0,0
80.0,359,77.0,1
-4.0,710,-6.0,0
-4.0,86,4.0,0
0.0,261,10.0,1
-9.0,451,4.0,0
18.0,965,4.0,0
6.0,191,8.0,0
-6.0,1074,-5.0,0
-1.0,630,-1.0,0
-2.0,803,-9.0,0
-7.0,466,0.0,0
-5.0,645,3.0,0
-1.0,532,-18.0,0
-4.0,262,2.0,0
0.0,2454,-13.0,0
1.0,1325,-5.0,0
9.0,2007,-4.0,0
3.0,2133,27.0,1
-10.0,972,-18.0,0
-7.0,331,-16.0,0
6.0,1400,10.0,1
-7.0,468,-7.0,0
-3.0,280,-4.0,0
-7.0,361,-20.0,0
-4.0,366,9.0,0
2.0,2565,-9.0,0
0.0,2565,-22.0,0
-9.0,2586,9.0,0
-4.0,545,-10.0,0
31.0,1547,9.0,0
-3.0,337,-10.0,0
-5.0,456,-9.0,0
-4.0,395,-16.0,0
-4.0,287,-5.0,0
-1.0,239,1.0,0
28.0,1620,1.0,0
48.0,236,43.0,1
-3.0,397,-22.0,0
-2.0,591,-4.0,0
-7.0,468,-7.0,0
17.0,990,10.0,1
-5.0,838,-11.0,0
14.0,447,-1.0,0
-3.0,727,-9.0,0
-2.0,406,0.0,0
3.0,315,-13.0,0
3.0,862,-8.0,0
1.0,861,-5.0,0
50.0,1725,37.0,1
11.0,1400,-13.0,0
5.0,3711,7.0,0
-6.0,2586,-13.0,0
-5.0,2556,20.0,1
7.0,447,21.0,1
151.0,1235,147.0,1
-7.0,954,-18.0,0
-7.0,1107,-10.0,0
-1.0,1874,15.0,1
-5.0,187,-3.0,0
3.0,2704,-7.0,0
-3.0,1142,6.0,0
-4.0,226,-24.0,0
0.0,448,-11.0,0
-4.0,134,-17.0,0
-4.0,931,-15.0,0
-3.0,366,-18.0,0
-1.0,788,16.0,1
-11.0,2614,9.0,0
-7.0,522,-15.0,0
-3.0,462,-9.0,0
-4.0,546,-3.0,0
-7.0,651,-10.0,0
64.0,1385,67.0,1
5.0,1709,-28.0,0
29.0,2475,2.0,0
74.0,669,56.0,1
-5.0,216,-8.0,0
-7.0,201,-2.0,0
4.0,515,14.0,1
21.0,1047,-12.0,0
0.0,201,5.0,0
50.0,143,39.0,1
39.0,216,59.0,1
-2.0,844,-14.0,0
0.0,2704,-34.0,0
-8.0,391,-2.0,0
-9.0,1504,-3.0,0
-4.0,762,-26.0,0
2.0,148,-3.0,0
-1.0,1751,-11.0,0
-6.0,369,-18.0,0
22.0,2329,32.0,1
3.0,920,-9.0,0
-4.0,1218,-8.0,0
6.0,1092,1.0,0
134.0,270,122.0,1
14.0,414,12.0,1
-8.0,1756,-18.0,0
0.0,684,2.0,0
61.0,825,43.0,1
-1.0,1460,-12.0,0
-4.0,587,-1.0,0
-6.0,1105,-4.0,0
0.0,1211,-10.0,0
-3.0,342,-3.0,0
0.0,391,-11.0,0
-3.0,920,-11.0,0
3.0,419,8.0,0
-7.0,325,-9.0,0
-7.0,937,-4.0,0
16.0,550,32.0,1
-2.0,1995,-19.0,0
-2.0,936,11.0,1
5.0,1120,10.0,1
-6.0,1846,-29.0,0
1.0,1235,5.0,0
-8.0,1448,-9.0,0
-8.0,1173,-10.0,0
-5.0,1046,-15.0,0
-2.0,821,-7.0,0
-3.0,981,1.0,0
-7.0,1298,-31.0,0
-6.0,1035,-46.0,0
-2.0,1199,-19.0,0
-9.0,748,-12.0,0
1.0,377,-5.0,0
10.0,1440,-3.0,0
-11.0,1025,-23.0,0
7.0,932,10.0,1
-2.0,862,22.0,1
5.0,409,12.0,1
25.0,1118,50.0,1
-5.0,135,-13.0,0
-10.0,304,-8.0,0
-5.0,854,-1.0,0
-10.0,872,-2.0,0
-8.0,530,-16.0,0
1.0,1195,7.0,0
-2.0,588,-15.0,0
-8.0,287,-24.0,0
1.0,636,5.0,0
-3.0,1091,-18.0,0
-1.0,1005,-11.0,0
-2.0,321,-6.0,0
-4.0,226,-13.0,0
21.0,2475,8.0,0
-1.0,1164,-7.0,0
-1.0,861,-10.0,0
-6.0,562,0.0,0
6.0,1216,-6.0,0
2.0,1506,-3.0,0
0.0,187,5.0,0
-6.0,795,-11.0,0
-5.0,544,-13.0,0
-4.0,460,6.0,0
-2.0,436,-2.0,0
0.0,1073,-1.0,0
-1.0,404,-9.0,0
3.0,1142,6.0,0
-2.0,325,-2.0,0
0.0,362,1.0,0
-4.0,1444,-22.0,0
1.0,480,0.0,0
3.0,446,2.0,0
-3.0,371,-10.0,0
-4.0,986,-4.0,0
13.0,2556,9.0,0
1.0,1464,1.0,0
13.0,733,-9.0,0
-2.0,190,8.0,0
-4.0,646,-15.0,0
-1.0,763,4.0,0
1.0,689,-15.0,0
-8.0,2086,-17.0,0
-8.0,1180,-13.0,0
4.0,1121,1.0,0
-3.0,226,-17.0,0
-1.0,1892,1.0,0
0.0,368,-1.0,0
3.0,2139,-25.0,0
1.0,667,1.0,0
-5.0,350,-12.0,0
-1.0,285,0.0,0
27.0,282,26.0,1
-10.0,125,-14.0,0
-3.0,299,-11.0,0
-3.0,262,10.0,1
-2.0,1499,46.0,1
-3.0,158,-7.0,0
-1.0,67,-10.0,0
17.0,1368,19.0,1
-1.0,522,11.0,1
28.0,109,28.0,1
4.0,624,-8.0,0
7.0,1506,-2.0,0
1.0,1085,-3.0,0
-5.0,552,-14.0,0
-6.0,100,-6.0,0
-6.0,363,-20.0,0
10.0,125,7.0,0
-6.0,329,-21.0,0
23.0,1076,-13.0,0
-2.0,223,12.0,1
-8.0,852,-14.0,0
83.0,639,74.0,1
163.0,1846,160.0,1
-2.0,895,-10.0,0
0.0,983,-14.0,0
-5.0,224,2.0,0
-6.0,879,-7.0,0
-1.0,851,-13.0,0
-6.0,177,-12.0,0
-4.0,250,-10.0,0
-1.0,414,0.0,0
-3.0,742,-5.0,0
1.0,1735,-7.0,0
-2.0,925,0.0,0
-2.0,1589,-2.0,0
-6.0,1381,-13.0,0
1.0,928,-3.0,0
1.0,581,4.0,0
-3.0,986,-9.0,0
-5.0,1011,-5.0,0
-1.0,1750,-3.0,0
-1.0,511,7.0,0
-2.0,1489,1.0,0
-8.0,945,-8.0,0
3.0,1050,-17.0,0
-4.0,894,-5.0,0
-4.0,829,4.0,0
11.0,647,11.0,1
4.0,735,-3.0,0
-10.0,641,-6.0,0
18.0,1829,-3.0,0
35.0,247,24.0,1
-2.0,731,-7.0,0
0.0,1035,4.0,0
-3.0,1626,-15.0,0
13.0,762,0.0,0
-1.0,868,-10.0,0
-5.0,581,-18.0,0
-1.0,731,19.0,1
-4.0,151,-17.0,0
-5.0,237,5.0,0
35.0,116,25.0,1
26.0,693,33.0,1
-8.0,1744,-25.0,0
5.0,1384,30.0,1
-6.0,416,-18.0,0
-11.0,192,0.0,0
-4.0,1107,-12.0,0
0.0,708,-5.0,0
-3.0,751,22.0,1
-6.0,1005,-12.0,0
-8.0,541,-16.0,0
-6.0,100,-10.0,0
-7.0,277,-1.0,0
175.0,295,174.0,1
-2.0,1046,-22.0,0
-3.0,216,0.0,0
-1.0,2556,27.0,1
24.0,102,38.0,1
-6.0,363,-4.0,0
-12.0,689,-1.0,0
128.0,1010,129.0,1
-5.0,352,-4.0,0
-2.0,696,-21.0,0
-1.0,594,-17.0,0
18.0,694,22.0,1
-1.0,397,-14.0,0
-1.0,414,-14.0,0
-5.0,326,5.0,0
-4.0,679,-11.0,0
-7.0,331,-25.0,0
-5.0,2288,-35.0,0
0.0,1587,-7.0,0
-3.0,570,-14.0,0
1.0,460,-10.0,0
7.0,1558,-17.0,0
0.0,228,-7.0,0
-4.0,1005,-2.0,0
-3.0,1046,-14.0,0
12.0,867,3.0,0
-1.0,337,-7.0,0
-1.0,861,-4.0,0
-1.0,407,7.0,0
16.0,590,22.0,1
21.0,507,23.0,1
1.0,479,-7.0,0
-7.0,675,8.0,0
-6.0,1025,-6.0,0
6.0,621,0.0,0
4.0,646,-6.0,0
13.0,601,5.0,0
33.0,1464,40.0,1
-2.0,888,-5.0,0
-2.0,978,4.0,0
-6.0,1005,-11.0,0
-1.0,1660,-28.0,0
16.0,1171,4.0,0
-10.0,867,-21.0,0
8.0,4502,-2.0,0
-1.0,907,-5.0,0
37.0,1541,12.0,1
-5.0,1282,-20.0,0
-1.0,669,4.0,0
-2.0,332,-14.0,0
-3.0,481,-22.0,0
-6.0,1035,-8.0,0
0.0,1587,3.0,0
-1.0,1590,-18.0,0
31.0,270,36.0,1
75.0,533,69.0,1
-6.0,357,-19.0,0
-6.0,315,-14.0,0
-7.0,896,8.0,0
8.0,315,8.0,0
-7.0,716,2.0,0
6.0,772,33.0,1
14.0,1076,-1.0,0
130.0,156,127.0,1
-10.0,373,-13.0,0
-3.0,429,-4.0,0
12.0,896,30.0,1
0.0,432,-10.0,0
14.0,201,8.0,0
-4.0,170,-18.0,0
-5.0,163,-5.0,0
0.0,1947,3.0,0
0.0,674,0.0,0
-1.0,163,0.0,0
23.0,674,1.0,0
3.0,946,-15.0,0
-9.0,240,-23.0,0
-8.0,266,-7.0,0
-3.0,1062,-11.0,0
20.0,2139,22.0,1
12.0,1846,16.0,1
-1.0,1111,-7.0,0
-8.0,594,-15.0,0
12.0,2288,-19.0,0
1.0,511,-5.0,0
2.0,1440,2.0,0
9.0,2586,24.0,1
-5.0,954,-7.0,0
3.0,721,-10.0,0
-2.0,1184,12.0,1
-4.0,1204,7.0,0
-1.0,386,-15.0,0
9.0,337,4.0,0
13.0,584,-3.0,0
0.0,436,-6.0,0
36.0,255,41.0,1
18.0,2149,14.0,1
-2.0,304,-12.0,0
0.0,1024,-11.0,0
-6.0,386,7.0,0
-5.0,338,-12.0,0
-3.0,770,-10.0,0
-1.0,197,-3.0,0
11.0,1379,0.0,0
17.0,1635,12.0,1
10.0,507,24.0,1
164.0,3784,174.0,1
-2.0,1389,-7.0,0
-1.0,1096,-31.0,0
-6.0,1121,-5.0,0
-2.0,1055,9.0,0
4.0,1089,-6.0,0
22.0,1121,19.0,1
-4.0,978,-31.0,0
-5.0,1050,-9.0,0
-1.0,718,-15.0,0
-4.0,612,-14.0,0
-1.0,1249,-12.0,0
5.0,1990,-29.0,0
-1.0,606,-14.0,0
-4.0,731,-14.0,0
8.0,773,0.0,0
-3.0,1237,-14.0,0
-5.0,874,-13.0,0
111.0,944,102.0,1
0.0,846,-6.0,0
-3.0,744,11.0,1
-6.0,300,-19.0,0
9.0,1014,-14.0,0
-5.0,409,-18.0,0
-2.0,812,0.0,0
5.0,1249,-4.0,0
14.0,587,42.0,1
-8.0,232,-15.0,0
-4.0,588,-14.0,0
25.0,337,19.0,1
167.0,391,159.0,1
24.0,174,16.0,1
14.0,1482,15.0,1
-9.0,1023,-16.0,0
-2.0,550,-6.0,0
42.0,1452,9.0,0
0.0,341,-5.0,0
-4.0,143,-8.0,0
3.0,316,-2.0,0
2.0,1005,-5.0,0
-7.0,489,-3.0,0
-5.0,301,-13.0,0
-10.0,102,-4.0,0
-8.0,157,-17.0,0
0.0,1504,12.0,1
-3.0,273,-6.0,0
4.0,213,-11.0,0
-13.0,451,-16.0,0
-4.0,733,-29.0,0
86.0,1773,77.0,1
7.0,651,2.0,0
-9.0,290,-8.0,0
-13.0,214,-17.0,0
-6.0,447,-4.0,0
10.0,1023,-11.0,0
17.0,2704,-5.0,0
-2.0,787,-1.0,0
5.0,1407,1.0,0
0.0,239,-4.0,0
-9.0,500,-16.0,0
-7.0,892,-18.0,0
-2.0,794,3.0,0
1.0,239,-10.0,0
0.0,883,-19.0,0
0.0,837,-3.0,0
3.0,349,-23.0,0
0.0,271,-5.0,0
0.0,373,-6.0,0
6.0,928,3.0,0
-3.0,541,-14.0,0
0.0,543,-1.0,0
1.0,671,6.0,0
63.0,763,76.0,1
-2.0,543,-6.0,0
-2.0,666,-1.0,0
-3.0,861,-14.0,0
0.0,1824,-18.0,0
-4.0,1744,-17.0,0
-2.0,1824,-31.0,0
11.0,2454,2.0,0
-3.0,2521,0.0,0
-5.0,2475,-7.0,0
-6.0,2174,3.0,0
-2.0,1389,-21.0,0
-11.0,1660,8.0,0
23.0,1709,10.0,1
14.0,1205,6.0,0
-5.0,1192,-11.0,0
5.0,802,15.0,1
-12.0,31,-14.0,0
0.0,605,-6.0,0
-11.0,937,-11.0,0
-6.0,2475,-1.0,0
-1.0,547,-20.0,0
-3.0,545,-10.0,0
-3.0,356,20.0,1
-4.0,271,-19.0,0
-2.0,259,-21.0,0
-3.0,577,-12.0,0
-6.0,950,-15.0,0
-3.0,581,-15.0,0
-8.0,1069,-8.0,0
0.0,991,2.0,0
-2.0,547,-18.0,0
-2.0,231,-9.0,0
0.0,1640,-5.0,0
-5.0,1076,0.0,0
8.0,946,-3.0,0
0.0,986,3.0,0
63.0,1590,56.0,1
12.0,762,-22.0,0
-3.0,551,-7.0,0
3.0,164,9.0,0
-10.0,1075,-20.0,0
-10.0,254,-16.0,0
-5.0,354,10.0,1
12.0,287,5.0,0
0.0,501,-9.0,0
21.0,134,54.0,1
-1.0,501,1.0,0
-5.0,297,-4.0,0
-7.0,144,-16.0,0
-2.0,403,-9.0,0
3.0,546,-9.0,0
51.0,109,40.0,1
-4.0,160,-2.0,0
-1.0,221,15.0,1
13.0,422,-4.0,0
-1.0,1747,-4.0,0
5.0,545,-8.0,0
-8.0,864,3.0,0
0.0,618,-20.0,0
8.0,964,-1.0,0
4.0,134,-9.0,0
40.0,191,28.0,1
15.0,337,7.0,0
-15.0,266,-31.0,0
5.0,789,4.0,0
142.0,456,145.0,1
-3.0,387,-12.0,0
-1.0,1265,-1.0,0
-1.0,728,1.0,0
-4.0,337,1.0,0
-1.0,189,-7.0,0
-1.0,1111,-11.0,0
25.0,189,35.0,1
5.0,483,5.0,0
-2.0,2106,-17.0,0
16.0,405,14.0,1
-2.0,302,-11.0,0
-5.0,1079,0.0,0
-2.0,397,7.0,0
-5.0,371,-6.0,0
4.0,368,1.0,0
0.0,462,-18.0,0
66.0,455,51.0,1
16.0,991,-3.0,0
3.0,529,0.0,0
-4.0,2486,8.0,0
0.0,460,6.0,0
45.0,1671,36.0,1
7.0,2614,23.0,1
21.0,1045,0.0,0
1.0,1121,-15.0,0
-2.0,399,-5.0,0
-12.0,857,-10.0,0
-7.0,1189,-14.0,0
-3.0,270,-8.0,0
-3.0,2182,-11.0,0
-4.0,1096,-5.0,0
0.0,1096,-27.0,0
2.0,950,-25.0,0
10.0,599,-6.0,0
19.0,391,-2.0,0
67.0,606,71.0,1
6.0,1028,7.0,0
-5.0,213,-17.0,0
10.0,408,33.0,1
-2.0,606,-9.0,0
21.0,517,20.0,1
-1.0,209,-8.0,0
-6.0,347,6.0,0
-4.0,402,-2.0,0
34.0,73,35.0,1
-7.0,425,-9.0,0
12.0,230,-2.0,0
-5.0,425,-2.0,0
-1.0,626,-20.0,0
-11.0,528,-8.0,0
-10.0,500,-16.0,0
1.0,320,-3.0,0
0.0,594,-16.0,0
-5.0,416,-16.0,0
-8.0,73,0.0,0
-2.0,150,4.0,0
8.0,844,-20.0,0
6.0,1605,-18.0,0
-7.0,679,-6.0,0
1.0,1576,7.0,0
4.0,508,-6.0,0
-8.0,912,-2.0,0
-2.0,290,-8.0,0
9.0,1723,-11.0,0
27.0,888,22.0,1
82.0,557,82.0,1
-4.0,192,-7.0,0
-8.0,337,-11.0,0
-8.0,358,-9.0,0
17.0,223,2.0,0
-4.0,397,-12.0,0
0.0,1750,-5.0,0
7.0,1211,-1.0,0
0.0,808,-2.0,0
-1.0,680,-12.0,0
-3.0,547,-5.0,0
2.0,2133,-7.0,0
8.0,1111,1.0,0
11.0,588,13.0,1
-11.0,883,-23.0,0
3.0,1449,-15.0,0
13.0,507,14.0,1
-5.0,255,-12.0,0
2.0,1303,-2.0,0
-1.0,769,32.0,1
2.0,1721,-4.0,0
4.0,399,-5.0,0
29.0,909,23.0,1
123.0,954,113.0,1
-14.0,978,-18.0,0
15.0,1023,3.0,0
26.0,1145,10.0,1
-3.0,214,-13.0,0
-3.0,577,-18.0,0
62.0,190,61.0,1
-4.0,132,-9.0,0
-6.0,525,-20.0,0
35.0,201,43.0,1
-6.0,196,-18.0,0
2.0,845,-20.0,0
-9.0,821,8.0,0
-6.0,213,-7.0,0
-10.0,298,-23.0,0
69.0,996,31.0,1
26.0,86,15.0,1
3.0,850,-16.0,0
-1.0,455,1.0,0
-8.0,184,-21.0,0
-9.0,1012,-13.0,0
-7.0,554,-30.0,0
5.0,160,11.0,1
-7.0,521,-16.0,0
-7.0,421,-6.0,0
-3.0,997,-7.0,0
-6.0,528,-22.0,0
0.0,173,-3.0,0
0.0,298,3.0,0
-2.0,1023,1.0,0
9.0,944,5.0,0
-3.0,541,4.0,0
3.0,1009,0.0,0
-4.0,1597,10.0,1
61.0,846,36.0,1
6.0,1167,0.0,0
8.0,84,12.0,1
-5.0,255,-9.0,0
4.0,325,11.0,1
-5.0,1020,-16.0,0
2.0,2402,-14.0,0
-1.0,651,0.0,0
72.0,644,47.0,1
-6.0,2296,14.0,1
-3.0,449,-4.0,0
1.0,936,10.0,1
-2.0,1846,-7.0,0
-4.0,414,-15.0,0
-4.0,562,-20.0,0
-4.0,735,-5.0,0
-3.0,255,-10.0,0
1.0,258,-6.0,0
-1.0,862,-3.0,0
17.0,715,12.0,1
-1.0,601,-9.0,0
8.0,1521,2.0,0
1.0,577,-15.0,0
-7.0,1845,18.0,1
5.0,991,19.0,1
27.0,888,15.0,1
30.0,628,7.0,0
73.0,836,56.0,1
2.0,1726,-13.0,0
3.0,1558,-19.0,0
-2.0,370,24.0,1
-8.0,1460,-18.0,0
-1.0,2475,-15.0,0
-5.0,1107,-21.0,0
-5.0,918,-7.0,0
-6.0,985,3.0,0
-7.0,1035,-23.0,0
-6.0,1013,-24.0,0
-6.0,1258,-15.0,0
-5.0,919,-2.0,0
-2.0,1085,-15.0,0
-12.0,814,-26.0,0
-5.0,399,-9.0,0
-10.0,1609,-41.0,0
0.0,1069,-17.0,0
-5.0,282,-6.0,0
9.0,1310,-19.0,0
-1.0,393,-17.0,0
0.0,946,-8.0,0
-4.0,448,-25.0,0
-1.0,373,-18.0,0
-5.0,301,-16.0,0
-3.0,1020,-26.0,0
1.0,1747,-11.0,0
-1.0,1183,-34.0,0
-2.0,1979,-20.0,0
-5.0,782,-10.0,0
-1.0,707,-11.0,0
2.0,2486,19.0,1
-6.0,223,-18.0,0
18.0,334,10.0,1
-10.0,502,-11.0,0
22.0,407,10.0,1
-9.0,1024,-7.0,0
8.0,1222,-5.0,0
1.0,526,-10.0,0
-6.0,666,-11.0,0
13.0,599,-12.0,0
-10.0,517,12.0,1
-6.0,657,2.0,0
-3.0,1250,6.0,0
-5.0,588,-13.0,0
