DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,IF_DELAY
14.0,646,8.0,0
15.0,333,18.0,1
18.0,997,5.0,0
-2.0,226,-11.0,0
2.0,1020,-2.0,0
-6.0,2586,1.0,0
-3.0,337,-7.0,0
-6.0,213,16.0,1
-8.0,733,-8.0,0
5.0,237,10.0,1
-5.0,585,-6.0,0
159.0,761,151.0,1
16.0,1012,20.0,1
48.0,1024,43.0,1
-11.0,1428,-8.0,0
24.0,1035,19.0,1
1.0,2486,12.0,1
-6.0,547,-20.0,0
-7.0,515,-18.0,0
-20.0,438,6.0,0
10.0,108,-6.0,0
-5.0,658,-10.0,0
23.0,853,32.0,1
3.0,610,8.0,0
7.0,987,20.0,1
-9.0,265,-22.0,0
57.0,674,57.0,1
-2.0,303,-11.0,0
72.0,737,68.0,1
43.0,862,43.0,1
-6.0,764,-12.0,0
22.0,733,4.0,0
48.0,536,31.0,1
-9.0,250,-13.0,0
-2.0,455,-2.0,0
99.0,689,95.0,1
100.0,657,91.0,1
-5.0,595,10.0,1
76.0,235,56.0,1
-15.0,892,-11.0,0
0.0,409,-19.0,0
15.0,1162,34.0,1
49.0,372,39.0,1
-4.0,363,-12.0,0
21.0,967,16.0,1
-5.0,878,6.0,0
20.0,304,14.0,1
-5.0,2176,16.0,1
-11.0,650,-24.0,0
0.0,861,-16.0,0
68.0,573,62.0,1
4.0,268,-3.0,0
-4.0,2296,-6.0,0
-5.0,600,-10.0,0
69.0,366,64.0,1
-3.0,2075,7.0,0
39.0,130,33.0,1
8.0,742,-4.0,0
-4.0,270,-11.0,0
26.0,682,13.0,1
21.0,395,15.0,1
23.0,912,24.0,1
16.0,255,11.0,1
47.0,237,43.0,1
-1.0,719,14.0,1
50.0,723,31.0,1
-2.0,888,-4.0,0
-1.0,533,1.0,0
0.0,1139,-15.0,0
-5.0,1546,-11.0,0
1.0,283,-11.0,0
9.0,669,5.0,0
4.0,349,-2.0,0
5.0,304,2.0,0
0.0,488,-11.0,0
12.0,327,12.0,1
-1.0,304,-3.0,0
0.0,368,3.0,0
69.0,1237,66.0,1
0.0,371,-5.0,0
0.0,197,3.0,0
1.0,2218,-19.0,0
39.0,2846,39.0,1
-8.0,1009,-6.0,0
-6.0,2279,-11.0,0
-6.0,1488,3.0,0
-2.0,1171,-6.0,0
12.0,1592,-8.0,0
107.0,1017,103.0,1
74.0,337,74.0,1
70.0,247,85.0,1
-2.0,919,-13.0,0
15.0,1192,-1.0,0
-6.0,1067,25.0,1
10.0,190,25.0,1
-1.0,1182,2.0,0
-9.0,313,-17.0,0
10.0,748,-12.0,0
49.0,406,43.0,1
3.0,746,-24.0,0
40.0,772,36.0,1
-2.0,192,-1.0,0
3.0,599,-17.0,0
-6.0,528,-4.0,0
8.0,1737,0.0,0
16.0,696,8.0,0
8.0,100,19.0,1
0.0,299,22.0,1
-4.0,108,5.0,0
21.0,364,27.0,1
32.0,175,35.0,1
45.0,695,50.0,1
-8.0,247,0.0,0
21.0,922,21.0,1
16.0,1979,15.0,1
12.0,677,12.0,1
7.0,1363,-3.0,0
23.0,209,14.0,1
15.0,261,12.0,1
-7.0,421,-9.0,0
-6.0,475,-18.0,0
-10.0,351,9.0,0
-4.0,837,-9.0,0
0.0,1120,-15.0,0
-8.0,718,-8.0,0
-10.0,1092,-17.0,0
-4.0,163,-3.0,0
-5.0,110,-5.0,0
-8.0,541,24.0,1
4.0,2446,-10.0,0
-4.0,903,-22.0,0
-11.0,986,4.0,0
3.0,872,-11.0,0
91.0,456,86.0,1
-1.0,604,36.0,1
15.0,589,-3.0,0
-2.0,1069,33.0,1
136.0,2370,118.0,1
56.0,1145,58.0,1
0.0,1475,-18.0,0
-5.0,666,10.0,1
-1.0,414,1.0,0
-2.0,283,-11.0,0
65.0,1754,69.0,1
62.0,306,53.0,1
17.0,1371,12.0,1
14.0,1750,11.0,1
2.0,405,-10.0,0
15.0,349,3.0,0
7.0,602,36.0,1
56.0,587,45.0,1
-6.0,872,-19.0,0
24.0,1428,-2.0,0
-1.0,2077,6.0,0
29.0,602,49.0,1
45.0,1797,32.0,1
24.0,926,21.0,1
34.0,224,49.0,1
-2.0,721,-15.0,0
40.0,802,38.0,1
-7.0,697,-10.0,0
160.0,933,160.0,1
17.0,2182,8.0,0
-6.0,2588,-16.0,0
-3.0,2465,-28.0,0
-6.0,846,-10.0,0
-2.0,250,-5.0,0
-4.0,304,24.0,1
158.0,1056,147.0,1
98.0,354,107.0,1
2.0,861,4.0,0
11.0,1546,42.0,1
13.0,196,11.0,1
17.0,216,13.0,1
11.0,999,24.0,1
13.0,812,23.0,1
18.0,181,42.0,1
34.0,305,34.0,1
-10.0,209,-16.0,0
-8.0,304,-22.0,0
-4.0,266,-1.0,0
65.0,1203,37.0,1
-1.0,1044,16.0,1
3.0,1012,-10.0,0
3.0,1846,-26.0,0
7.0,1195,-19.0,0
-8.0,1972,12.0,1
-3.0,944,17.0,1
-12.0,642,3.0,0
-12.0,125,-14.0,0
19.0,447,3.0,0
-6.0,696,-15.0,0
5.0,725,-9.0,0
-5.0,738,-30.0,0
0.0,451,-7.0,0
3.0,100,2.0,0
4.0,997,-1.0,0
4.0,925,23.0,1
-4.0,925,-34.0,0
-8.0,575,-11.0,0
36.0,337,26.0,1
3.0,529,-4.0,0
35.0,644,23.0,1
-5.0,1325,-5.0,0
-6.0,280,-25.0,0
-5.0,631,-20.0,0
-5.0,2419,-1.0,0
1.0,425,-14.0,0
50.0,872,38.0,1
10.0,479,8.0,0
-2.0,409,2.0,0
5.0,2295,17.0,1
17.0,1184,-14.0,0
6.0,1188,-4.0,0
7.0,829,1.0,0
37.0,1524,21.0,1
36.0,677,34.0,1
19.0,337,20.0,1
-3.0,793,-5.0,0
0.0,425,-15.0,0
-2.0,528,-14.0,0
-2.0,1072,-10.0,0
4.0,966,-5.0,0
-5.0,258,-7.0,0
3.0,671,0.0,0
41.0,404,44.0,1
12.0,763,7.0,0
-1.0,965,1.0,0
-6.0,1009,-9.0,0
33.0,888,40.0,1
-12.0,1096,-32.0,0
46.0,447,58.0,1
-9.0,1721,-8.0,0
7.0,2520,-1.0,0
-4.0,1235,11.0,1
9.0,1053,-2.0,0
-5.0,1182,-33.0,0
2.0,1080,-29.0,0
-1.0,509,-8.0,0
1.0,1089,-31.0,0
25.0,760,-4.0,0
0.0,1670,4.0,0
0.0,134,-2.0,0
128.0,837,94.0,1
-5.0,622,10.0,1
14.0,135,33.0,1
12.0,102,17.0,1
1.0,173,21.0,1
36.0,304,36.0,1
16.0,113,21.0,1
0.0,522,-7.0,0
13.0,852,9.0,0
-9.0,109,-11.0,0
-2.0,201,9.0,0
27.0,697,20.0,1
70.0,1846,72.0,1
18.0,2434,11.0,1
-6.0,488,-7.0,0
-12.0,1189,-25.0,0
22.0,1046,19.0,1
0.0,160,3.0,0
55.0,125,81.0,1
-3.0,192,-5.0,0
74.0,1042,79.0,1
10.0,391,-16.0,0
-2.0,1726,-21.0,0
0.0,1744,-31.0,0
-4.0,1956,-6.0,0
-2.0,280,13.0,1
0.0,2218,-29.0,0
2.0,552,-16.0,0
0.0,1558,12.0,1
-3.0,468,-10.0,0
-3.0,651,-11.0,0
-3.0,283,-14.0,0
4.0,919,-3.0,0
4.0,337,-8.0,0
50.0,347,38.0,1
6.0,197,2.0,0
-8.0,220,-16.0,0
32.0,491,25.0,1
7.0,436,29.0,1
3.0,255,4.0,0
-4.0,277,-11.0,0
12.0,197,3.0,0
15.0,879,14.0,1
-4.0,2338,5.0,0
6.0,602,19.0,1
64.0,1514,59.0,1
1.0,594,-18.0,0
-5.0,733,-21.0,0
18.0,1197,25.0,1
100.0,731,112.0,1
51.0,237,64.0,1
-8.0,700,-12.0,0
4.0,2173,-26.0,0
20.0,1197,14.0,1
-6.0,1096,-20.0,0
-3.0,547,-1.0,0
-11.0,300,-25.0,0
14.0,312,24.0,1
27.0,539,25.0,1
-8.0,654,-12.0,0
102.0,285,109.0,1
90.0,109,95.0,1
49.0,588,67.0,1
-4.0,334,-11.0,0
29.0,363,27.0,1
-11.0,108,-10.0,0
-3.0,599,6.0,0
-8.0,438,-31.0,0
39.0,678,17.0,1
46.0,447,38.0,1
7.0,174,10.0,1
-2.0,759,-6.0,0
-8.0,666,-11.0,0
48.0,1201,55.0,1
-13.0,377,-16.0,0
-1.0,584,-1.0,0
10.0,1605,29.0,1
-3.0,1005,24.0,1
-2.0,191,17.0,1
2.0,868,-13.0,0
-6.0,1576,-3.0,0
-5.0,808,-12.0,0
34.0,2282,4.0,0
26.0,599,12.0,1
-12.0,759,-20.0,0
-6.0,936,-5.0,0
-6.0,337,-11.0,0
41.0,1246,25.0,1
9.0,496,6.0,0
2.0,748,-5.0,0
0.0,451,9.0,0
-4.0,236,-4.0,0
28.0,1139,27.0,1
19.0,725,19.0,1
-2.0,666,35.0,1
7.0,404,-2.0,0
21.0,591,18.0,1
-4.0,691,6.0,0
-5.0,210,-24.0,0
0.0,1036,38.0,1
24.0,1111,15.0,1
-3.0,1558,16.0,1
6.0,2253,6.0,0
1.0,1303,15.0,1
121.0,918,110.0,1
-12.0,646,-2.0,0
76.0,813,77.0,1
10.0,432,4.0,0
86.0,1440,69.0,1
165.0,1085,160.0,1
18.0,224,12.0,1
-8.0,679,-12.0,0
50.0,1709,29.0,1
-7.0,2086,-11.0,0
12.0,1846,-23.0,0
-5.0,1619,-8.0,0
-6.0,190,-10.0,0
-6.0,306,-12.0,0
-3.0,763,-18.0,0
128.0,164,121.0,1
-1.0,785,-2.0,0
-10.0,528,-7.0,0
24.0,931,40.0,1
-6.0,125,-20.0,0
-4.0,749,-14.0,0
54.0,199,51.0,1
-6.0,89,0.0,0
26.0,872,66.0,1
-6.0,109,-14.0,0
8.0,261,18.0,1
21.0,907,4.0,0
2.0,491,-8.0,0
2.0,964,14.0,1
-3.0,1023,-22.0,0
5.0,403,-1.0,0
-4.0,173,-4.0,0
78.0,191,76.0,1
-5.0,844,11.0,1
-2.0,1184,-13.0,0
-3.0,432,-15.0,0
-1.0,102,11.0,1
45.0,2227,31.0,1
1.0,529,-2.0,0
-2.0,95,-5.0,0
-4.0,1598,65.0,1
-8.0,599,-17.0,0
6.0,325,6.0,0
37.0,544,23.0,1
-5.0,861,4.0,0
-2.0,1381,0.0,0
1.0,587,-10.0,0
-4.0,1342,26.0,1
5.0,587,13.0,1
57.0,436,60.0,1
18.0,181,16.0,1
72.0,472,85.0,1
58.0,1558,41.0,1
0.0,793,-4.0,0
-2.0,663,-5.0,0
-7.0,1500,-5.0,0
-2.0,373,-4.0,0
12.0,293,13.0,1
109.0,337,100.0,1
9.0,289,-8.0,0
45.0,1020,57.0,1
40.0,833,37.0,1
47.0,1262,31.0,1
59.0,935,57.0,1
42.0,192,52.0,1
-3.0,697,-5.0,0
15.0,605,2.0,0
-3.0,296,-8.0,0
17.0,386,22.0,1
17.0,590,1.0,0
5.0,480,-1.0,0
129.0,1390,114.0,1
101.0,671,94.0,1
67.0,872,78.0,1
133.0,1449,120.0,1
49.0,2565,41.0,1
9.0,1635,-28.0,0
-1.0,541,-10.0,0
-8.0,2288,-10.0,0
52.0,631,57.0,1
-3.0,1021,11.0,1
77.0,247,83.0,1
-4.0,1121,0.0,0
14.0,2717,-3.0,0
-11.0,2552,-32.0,0
8.0,1774,-24.0,0
42.0,2701,32.0,1
-2.0,2583,-31.0,0
-15.0,353,-19.0,0
18.0,1237,21.0,1
17.0,1211,-2.0,0
55.0,2475,57.0,1
0.0,821,-9.0,0
2.0,581,-10.0,0
-6.0,214,-22.0,0
11.0,1076,-24.0,0
-13.0,404,-26.0,0
-6.0,413,-13.0,0
-2.0,502,-15.0,0
34.0,134,56.0,1
-16.0,738,28.0,1
-4.0,157,-17.0,0
-6.0,177,-16.0,0
2.0,641,22.0,1
31.0,685,18.0,1
0.0,859,1.0,0
-1.0,431,-14.0,0
37.0,258,32.0,1
80.0,956,67.0,1
-11.0,563,-26.0,0
16.0,965,14.0,1
11.0,562,21.0,1
-1.0,1187,3.0,0
49.0,737,53.0,1
-8.0,817,-3.0,0
118.0,466,88.0,1
-4.0,416,-9.0,0
-3.0,1197,23.0,1
-8.0,867,-16.0,0
65.0,799,50.0,1
13.0,373,13.0,1
-9.0,270,-26.0,0
-3.0,605,20.0,1
1.0,489,6.0,0
38.0,541,39.0,1
6.0,1846,-1.0,0
-3.0,337,-15.0,0
16.0,1047,10.0,1
1.0,369,-2.0,0
2.0,327,-10.0,0
69.0,602,74.0,1
19.0,909,35.0,1
18.0,1521,20.0,1
14.0,825,2.0,0
14.0,328,12.0,1
25.0,446,23.0,1
17.0,480,12.0,1
4.0,414,2.0,0
-7.0,479,-9.0,0
18.0,226,15.0,1
21.0,829,18.0,1
-3.0,543,-5.0,0
1.0,666,28.0,1
1.0,2585,-26.0,0
33.0,2422,47.0,1
-3.0,985,27.0,1
-5.0,867,-20.0,0
46.0,919,32.0,1
-3.0,1045,-5.0,0
-12.0,859,-7.0,0
-1.0,1770,-16.0,0
-8.0,630,-7.0,0
23.0,1235,9.0,0
-7.0,2475,-27.0,0
-2.0,1076,-7.0,0
-3.0,1121,5.0,0
76.0,301,73.0,1
0.0,1069,2.0,0
24.0,1012,26.0,1
-1.0,628,9.0,0
-2.0,235,-11.0,0
-6.0,408,-18.0,0
23.0,323,39.0,1
32.0,89,28.0,1
-3.0,67,7.0,0
11.0,157,12.0,1
2.0,550,-12.0,0
23.0,913,58.0,1
-9.0,328,9.0,0
-7.0,301,-5.0,0
20.0,1464,-7.0,0
0.0,944,24.0,1
6.0,871,23.0,1
-3.0,419,-12.0,0
104.0,1825,75.0,1
53.0,1609,26.0,1
19.0,1062,31.0,1
28.0,462,19.0,1
72.0,642,47.0,1
42.0,1990,37.0,1
-4.0,2569,-26.0,0
5.0,1014,19.0,1
-5.0,542,6.0,0
-8.0,763,-12.0,0
27.0,102,36.0,1
9.0,899,12.0,1
-11.0,1475,-10.0,0
-4.0,148,-7.0,0
-1.0,519,-13.0,0
17.0,677,11.0,1
23.0,925,9.0,0
1.0,971,-1.0,0
33.0,407,25.0,1
4.0,258,-7.0,0
-4.0,861,0.0,0
-2.0,423,-7.0,0
18.0,302,8.0,0
70.0,580,66.0,1
38.0,1460,16.0,1
33.0,843,33.0,1
21.0,647,10.0,1
27.0,933,16.0,1
98.0,488,102.0,1
12.0,861,-6.0,0
9.0,1400,-4.0,0
-2.0,1222,-10.0,0
20.0,1372,28.0,1
13.0,569,23.0,1
-5.0,1995,-28.0,0
92.0,1158,77.0,1
43.0,1107,31.0,1
-12.0,2329,-13.0,0
-2.0,2496,9.0,0
7.0,1448,-9.0,0
13.0,332,-7.0,0
25.0,265,20.0,1
56.0,987,54.0,1
-5.0,296,11.0,1
9.0,280,19.0,1
3.0,373,5.0,0
60.0,1334,40.0,1
28.0,1235,35.0,1
28.0,351,39.0,1
-13.0,588,-27.0,0
14.0,1379,12.0,1
-3.0,2398,-1.0,0
-9.0,468,26.0,1
17.0,1242,26.0,1
96.0,809,86.0,1
-4.0,728,-14.0,0
25.0,631,25.0,1
-4.0,216,-5.0,0
-7.0,964,-7.0,0
6.0,1846,-35.0,0
-16.0,1184,0.0,0
13.0,189,6.0,0
21.0,580,32.0,1
-9.0,814,-10.0,0
11.0,1166,6.0,0
-8.0,197,-16.0,0
31.0,365,31.0,1
-3.0,325,-9.0,0
50.0,1276,44.0,1
31.0,1050,22.0,1
2.0,917,-10.0,0
-1.0,873,-4.0,0
33.0,368,29.0,1
18.0,446,6.0,0
45.0,390,36.0,1
53.0,862,92.0,1
6.0,2475,28.0,1
-5.0,1671,-42.0,0
-4.0,2556,-15.0,0
-7.0,733,-15.0,0
41.0,1021,31.0,1
132.0,1120,132.0,1
-1.0,1389,-3.0,0
-5.0,912,7.0,0
9.0,852,-1.0,0
-5.0,258,-5.0,0
8.0,936,-9.0,0
150.0,918,148.0,1
2.0,1119,2.0,0
0.0,802,26.0,1
8.0,1258,13.0,1
-3.0,680,-4.0,0
44.0,956,37.0,1
-5.0,987,-19.0,0
-4.0,972,1.0,0
-2.0,1698,3.0,0
-8.0,496,-24.0,0
-4.0,236,-14.0,0
20.0,2446,10.0,1
-5.0,1005,-22.0,0
-2.0,895,4.0,0
-3.0,315,4.0,0
20.0,130,54.0,1
-8.0,948,-9.0,0
-2.0,273,33.0,1
-4.0,802,-5.0,0
-6.0,628,73.0,1
25.0,590,18.0,1
-9.0,451,-19.0,0
15.0,844,-1.0,0
-5.0,192,-11.0,0
54.0,639,72.0,1
-8.0,376,7.0,0
72.0,125,129.0,1
43.0,230,82.0,1
-1.0,2052,-22.0,0
-2.0,2496,36.0,1
-2.0,828,25.0,1
-2.0,370,-5.0,0
-5.0,216,-2.0,0
11.0,2486,0.0,0
8.0,854,6.0,0
23.0,588,8.0,0
-10.0,612,-4.0,0
3.0,788,22.0,1
-10.0,488,-21.0,0
-13.0,811,-34.0,0
54.0,1400,60.0,1
55.0,867,35.0,1
6.0,374,21.0,1
-3.0,651,-8.0,0
45.0,862,33.0,1
2.0,692,-6.0,0
7.0,761,-5.0,0
0.0,545,-8.0,0
10.0,670,11.0,1
6.0,281,4.0,0
-2.0,925,-10.0,0
28.0,601,34.0,1
42.0,850,50.0,1
50.0,581,33.0,1
17.0,883,14.0,1
7.0,973,0.0,0
-4.0,484,21.0,1
6.0,471,-1.0,0
48.0,889,55.0,1
38.0,889,22.0,1
3.0,813,-12.0,0
-7.0,594,-12.0,0
16.0,1050,1.0,0
-7.0,1034,-9.0,0
0.0,727,-9.0,0
10.0,423,-1.0,0
39.0,1055,29.0,1
0.0,1119,-12.0,0
18.0,469,12.0,1
-1.0,1389,-24.0,0
-8.0,190,-11.0,0
-6.0,1096,-16.0,0
20.0,469,29.0,1
-12.0,612,-7.0,0
21.0,583,46.0,1
15.0,550,18.0,1
-5.0,2554,-3.0,0
-6.0,954,-3.0,0
91.0,978,77.0,1
8.0,2342,-7.0,0
-10.0,937,-20.0,0
-3.0,231,-1.0,0
6.0,994,11.0,1
-5.0,200,-12.0,0
-2.0,1046,-6.0,0
20.0,835,10.0,1
4.0,589,-12.0,0
35.0,1250,68.0,1
47.0,495,54.0,1
12.0,821,22.0,1
-6.0,738,-27.0,0
45.0,604,41.0,1
74.0,227,80.0,1
18.0,312,18.0,1
19.0,500,18.0,1
-3.0,334,-11.0,0
79.0,73,109.0,1
-2.0,689,-11.0,0
61.0,964,60.0,1
-7.0,2288,3.0,0
27.0,1569,14.0,1
1.0,337,-5.0,0
130.0,852,145.0,1
33.0,898,27.0,1
62.0,427,67.0,1
79.0,848,77.0,1
94.0,845,129.0,1
-1.0,315,-2.0,0
28.0,391,24.0,1
-6.0,262,1.0,0
4.0,299,-7.0,0
23.0,2329,10.0,1
-6.0,679,-19.0,0
-8.0,892,-8.0,0
-9.0,678,2.0,0
-8.0,603,-2.0,0
48.0,2586,42.0,1
0.0,2342,-26.0,0
-2.0,236,-2.0,0
-1.0,696,18.0,1
-11.0,526,-22.0,0
25.0,1476,3.0,0
-6.0,491,-5.0,0
117.0,1024,123.0,1
1.0,867,-2.0,0
2.0,397,3.0,0
43.0,308,41.0,1
4.0,762,-12.0,0
-2.0,667,1.0,0
1.0,391,-7.0,0
-1.0,919,-19.0,0
11.0,496,5.0,0
-5.0,647,-10.0,0
0.0,372,0.0,0
5.0,1592,-23.0,0
34.0,883,18.0,1
64.0,1121,57.0,1
47.0,986,34.0,1
68.0,1471,54.0,1
32.0,929,54.0,1
0.0,944,7.0,0
1.0,929,2.0,0
0.0,802,-10.0,0
5.0,725,-2.0,0
-7.0,679,-4.0,0
-3.0,550,-2.0,0
-11.0,954,-6.0,0
-11.0,867,-3.0,0
43.0,192,33.0,1
5.0,1235,-2.0,0
-4.0,319,2.0,0
-2.0,632,-28.0,0
7.0,2422,34.0,1
-2.0,952,-20.0,0
-1.0,432,-16.0,0
-2.0,453,-20.0,0
-1.0,1199,-7.0,0
-1.0,306,-11.0,0
-2.0,404,-7.0,0
-10.0,304,-27.0,0
-5.0,433,-11.0,0
50.0,364,48.0,1
33.0,438,26.0,1
20.0,604,26.0,1
20.0,489,23.0,1
-4.0,581,-17.0,0
-13.0,391,-19.0,0
-1.0,748,0.0,0
66.0,776,77.0,1
-5.0,156,-5.0,0
8.0,946,-2.0,0
-8.0,833,3.0,0
-1.0,190,-3.0,0
-6.0,1023,-17.0,0
-1.0,201,9.0,0
42.0,641,51.0,1
-5.0,102,9.0,0
19.0,1535,14.0,1
-9.0,2704,23.0,1
178.0,758,169.0,1
-5.0,1192,-10.0,0
-1.0,2248,11.0,1
28.0,1562,1.0,0
0.0,874,-16.0,0
-1.0,406,-16.0,0
58.0,899,43.0,1
-1.0,961,-9.0,0
47.0,803,41.0,1
-2.0,1457,6.0,0
8.0,163,11.0,1
73.0,425,74.0,1
2.0,1597,6.0,0
-4.0,544,-26.0,0
0.0,2300,16.0,1
27.0,965,29.0,1
-3.0,641,2.0,0
7.0,439,4.0,0
0.0,239,9.0,0
149.0,1067,132.0,1
-8.0,547,1.0,0
-8.0,562,4.0,0
0.0,239,-1.0,0
-4.0,628,39.0,1
12.0,1076,6.0,0
-4.0,297,-8.0,0
24.0,1444,9.0,0
12.0,523,14.0,1
-2.0,248,-5.0,0
-5.0,1189,9.0,0
38.0,888,12.0,1
9.0,842,-13.0,0
63.0,933,44.0,1
60.0,1546,84.0,1
45.0,1635,24.0,1
41.0,1190,20.0,1
48.0,1208,27.0,1
37.0,2454,-2.0,0
17.0,861,11.0,1
21.0,985,37.0,1
-3.0,2342,15.0,1
-2.0,731,25.0,1
93.0,926,89.0,1
-1.0,1144,-6.0,0
-6.0,1055,3.0,0
3.0,936,14.0,1
-5.0,2724,-20.0,0
8.0,1212,2.0,0
16.0,1464,4.0,0
-13.0,989,-2.0,0
-1.0,762,-26.0,0
-2.0,746,-13.0,0
-3.0,332,-10.0,0
20.0,594,6.0,0
-2.0,1587,-9.0,0
-7.0,1121,-11.0,0
17.0,482,20.0,1
82.0,489,79.0,1
60.0,134,58.0,1
15.0,1042,26.0,1
20.0,316,22.0,1
11.0,837,8.0,0
9.0,643,-5.0,0
-1.0,878,5.0,0
14.0,925,15.0,1
18.0,253,17.0,1
1.0,817,-8.0,0
6.0,398,2.0,0
-4.0,683,-22.0,0
-4.0,106,-4.0,0
6.0,374,14.0,1
-1.0,851,-6.0,0
26.0,265,59.0,1
119.0,630,117.0,1
-4.0,483,6.0,0
6.0,100,13.0,1
-8.0,129,-24.0,0
9.0,160,0.0,0
-2.0,1452,17.0,1
40.0,991,34.0,1
-4.0,1062,10.0,1
-1.0,329,-18.0,0
-5.0,787,-7.0,0
-2.0,1919,-32.0,0
-2.0,163,-2.0,0
76.0,967,120.0,1
5.0,1182,-12.0,0
-13.0,196,-29.0,0
34.0,406,43.0,1
24.0,1554,40.0,1
2.0,669,3.0,0
21.0,1416,1.0,0
-3.0,507,-12.0,0
-7.0,546,-9.0,0
3.0,631,2.0,0
-2.0,683,-16.0,0
4.0,570,2.0,0
60.0,1014,79.0,1
17.0,957,4.0,0
-3.0,1452,46.0,1
6.0,368,4.0,0
46.0,1246,51.0,1
-2.0,990,-6.0,0
20.0,1066,19.0,1
-1.0,307,-16.0,0
-4.0,577,-12.0,0
20.0,304,17.0,1
1.0,515,-5.0,0
-5.0,302,-6.0,0
73.0,602,99.0,1
16.0,200,9.0,0
-4.0,1197,-8.0,0
40.0,190,44.0,1
49.0,1089,50.0,1
-3.0,1010,23.0,1
22.0,583,15.0,1
-3.0,577,-6.0,0
-1.0,425,-14.0,0
10.0,214,-2.0,0
-1.0,707,-13.0,0
4.0,485,5.0,0
-2.0,1034,1.0,0
6.0,645,-2.0,0
-2.0,788,9.0,0
17.0,409,6.0,0
41.0,135,42.0,1
-7.0,402,-9.0,0
-7.0,774,2.0,0
26.0,956,38.0,1
81.0,140,74.0,1
0.0,1546,16.0,1
23.0,657,39.0,1
-8.0,554,-14.0,0
20.0,1464,10.0,1
-3.0,1091,-20.0,0
5.0,1379,-6.0,0
8.0,912,1.0,0
-1.0,569,3.0,0
6.0,391,20.0,1
0.0,140,4.0,0
-8.0,679,1.0,0
-7.0,315,-21.0,0
46.0,846,36.0,1
29.0,854,17.0,1
-9.0,372,-10.0,0
-2.0,372,-1.0,0
-1.0,304,-13.0,0
-1.0,2172,-15.0,0
-5.0,642,-17.0,0
5.0,1235,-17.0,0
-7.0,600,-12.0,0
-9.0,590,-21.0,0
23.0,728,16.0,1
-8.0,366,-19.0,0
-1.0,421,-14.0,0
60.0,546,46.0,1
13.0,405,2.0,0
2.0,787,1.0,0
-2.0,896,5.0,0
12.0,1044,1.0,0
77.0,417,72.0,1
-2.0,308,-6.0,0
0.0,417,2.0,0
-5.0,342,-14.0,0
1.0,719,-11.0,0
28.0,1371,18.0,1
5.0,406,-2.0,0
-5.0,650,-11.0,0
-10.0,247,3.0,0
-4.0,204,5.0,0
49.0,1217,48.0,1
-5.0,1258,-7.0,0
0.0,1814,-23.0,0
-9.0,1448,-23.0,0
-11.0,867,-9.0,0
7.0,1023,8.0,0
-5.0,214,-14.0,0
0.0,606,-6.0,0
-2.0,481,-9.0,0
19.0,594,3.0,0
-7.0,526,-14.0,0
-1.0,1282,-15.0,0
-4.0,2454,26.0,1
-8.0,526,-19.0,0
0.0,692,-12.0,0
10.0,216,16.0,1
-19.0,240,-24.0,0
-5.0,277,-21.0,0
-3.0,637,5.0,0
-5.0,646,-13.0,0
-7.0,607,-5.0,0
17.0,409,66.0,1
25.0,945,19.0,1
-3.0,984,8.0,0
51.0,391,75.0,1
3.0,1222,-22.0,0
69.0,787,62.0,1
12.0,1874,-18.0,0
-8.0,972,-16.0,0
56.0,351,51.0,1
-14.0,401,-20.0,0
68.0,1024,76.0,1
26.0,680,48.0,1
102.0,2425,60.0,1
8.0,2402,-2.0,0
-6.0,1506,36.0,1
0.0,1085,-13.0,0
7.0,862,58.0,1
-4.0,644,-6.0,0
9.0,1747,-13.0,0
21.0,484,21.0,1
22.0,1242,-1.0,0
-2.0,401,-7.0,0
-3.0,793,-7.0,0
-1.0,483,-8.0,0
-5.0,471,-2.0,0
-5.0,612,-10.0,0
2.0,1256,5.0,0
36.0,577,35.0,1
-3.0,220,-9.0,0
-9.0,802,-13.0,0
8.0,486,3.0,0
26.0,1363,22.0,1
6.0,370,2.0,0
40.0,405,31.0,1
48.0,990,37.0,1
19.0,1440,28.0,1
-1.0,834,-10.0,0
1.0,404,-5.0,0
14.0,602,25.0,1
-1.0,621,4.0,0
1.0,601,-3.0,0
80.0,1829,61.0,1
91.0,733,87.0,1
120.0,460,123.0,1
-4.0,1372,-17.0,0
2.0,550,-1.0,0
24.0,1562,-4.0,0
0.0,697,-7.0,0
-12.0,1237,-17.0,0
7.0,1598,-29.0,0
-6.0,950,-17.0,0
-5.0,236,-11.0,0
-1.0,2182,-18.0,0
-10.0,259,6.0,0
-2.0,331,-12.0,0
-3.0,1089,-20.0,0
-3.0,1666,14.0,1
90.0,383,91.0,1
-6.0,427,-11.0,0
-3.0,843,-23.0,0
0.0,201,8.0,0
-10.0,1123,-20.0,0
-2.0,151,-13.0,0
-4.0,615,3.0,0
-12.0,283,-8.0,0
10.0,216,20.0,1
92.0,396,86.0,1
-6.0,235,17.0,1
17.0,137,27.0,1
27.0,1075,21.0,1
-4.0,86,-9.0,0
8.0,1325,0.0,0
6.0,191,4.0,0
-2.0,1846,-5.0,0
-1.0,647,-1.0,0
-2.0,399,-12.0,0
0.0,468,-5.0,0
76.0,627,94.0,1
-5.0,236,-12.0,0
1.0,1846,-6.0,0
0.0,179,-8.0,0
-6.0,316,-8.0,0
-1.0,562,14.0,1
13.0,834,28.0,1
2.0,100,4.0,0
